ZIPCODE,TOTAL STREET LENGTH,TOTAL BIKE LANE LENGTH,BIKE LANE DENSITY,NUM_DOCKS_AVAILABLE,TRIPS,NORMALIZED ACCIDENT COUNT,WHITE_POP %,POPULATION,ACCIDENT COUNT
10026,52652.2450752381,18162.261505984,0.3449475227510394,243.0,14915.0,1.5554810593362387,35.08513955,34003.0,232.0
10035,248310.2953445811,65710.5967702168,0.2646309798755221,314.0,20426.0,4.797806716929403,26.80973829,33969.0,490.0
10048,2394.388205851,1374.722934971,0.574143713041889,,0.0,0.0,,,0.0
10025,103767.2172671724,26224.7469113912,0.2527267050427844,81.0,49479.0,0.5214333353543927,68.83086681,94600.0,258.0
11357,424820.9479264846,16191.6563340041,0.0381140723239619,,10312.101749338255,0.3684990792729379,69.7394636,39150.0,38.0
10029,124088.3303149803,32348.0602050186,0.2606857560489993,89.0,36596.0,1.1340037162531424,32.82502006,76003.0,415.0
83,148882.8378133806,46776.5395268391,0.3141835567741652,,102649.0,0.0,,,0.0
11356,,,,,7285.28174717154,0.3706102376957839,34.52086355,23438.0,27.0
11359,,,,,0.0,0.0,0.0,0.0,0.0
11360,169866.6434611507,9424.0056615346,0.055478847815639,,1595.8029223032545,0.3759862772616106,62.1160771,18884.0,6.0
11105,251723.3307249328,45774.1353218385,0.1818430385058648,107.0,8739.0,1.1442956860052638,82.27485826,36688.0,100.0
10128,61257.7836512307,15000.8262325681,0.2448803292978218,84.0,30649.0,0.5089888740252537,77.60243495,60453.0,156.0
10023,78260.2731110498,15409.867401938,0.1969053619334,,78245.0,0.3220653076873921,82.04531296,60998.0,252.0
11363,105542.1287662494,646.1422968652,0.0061221268172091,,4223.297125202227,0.3788509196883433,59.81682885,6988.0,16.0
10028,49523.4530124533,6040.8514875914,0.1219796100662114,49.0,31444.0,0.3402874952296145,92.12467602,45141.0,107.0
11354,273105.2253330169,14370.4069102526,0.0526185718077335,,47709.41280817806,0.3814760846706599,20.69864062,54878.0,182.0
11102,101666.0186285694,22804.45296020301,0.224307524459256,227.0,8603.0,1.3599907009182843,52.76711687,34133.0,117.0
11370,218609.7640957108,16636.821704537,0.0761028299598417,,520.0,57.69230769230769,34.29500101,39688.0,150.0
10021,52160.2785826391,13954.67253320599,0.2675344709115612,117.0,30645.0,0.4405286343612334,82.29240677,43631.0,135.0
11358,290768.7817474119,14812.9620566147,0.0509441280717769,,16833.77765336212,0.3801879846453693,41.18414745,37546.0,64.0
11362,230421.2642905555,56.0077462724,0.0002430667431881,,2882.1842131918315,0.3816549944883021,50.75464288,17823.0,11.0
10044,44973.42695512479,17577.6266600764,0.3908447243216675,,4169.0,0.0239865675221875,54.66941086,11661.0,1.0
11369,199678.8834561634,25682.0901011901,0.1286169556673639,,27058.29135882843,0.3843553852710935,24.36617895,38615.0,104.0
11103,121464.6073220932,24151.3360852477,0.1988343486856587,105.0,7184.0,3.062360801781737,66.87725632,38780.0,220.0
11106,108174.6068122007,28055.28887994214,0.2593518914161458,309.0,13576.0,1.3479670005892752,57.79807074,38875.0,183.0
11368,437935.0597315481,78408.37468285923,0.17904109968022,,132506.60751949158,0.3848864668314594,35.13021805,109931.0,510.0
11377,394808.6907061765,51044.0056144532,0.1292879483558305,,1092.0,30.67765567765568,45.81542914,89830.0,335.0
11355,262045.7746020676,55056.43884602032,0.210102372112761,,48101.857352315565,0.3762848462883458,13.84635092,85871.0,181.0
11101,357748.0870412293,90273.1071578422,0.2523370785975398,125.0,36219.0,1.2369198486981972,61.49741014,25484.0,448.0
11364,399369.1248168807,68931.5439933773,0.1726010843351596,,9331.242414595368,0.3750840289526195,43.46404283,34555.0,35.0
10018,70253.4328284952,23822.2903843854,0.3390907664617769,,58612.0,0.3770558929911963,94.66437177,5229.0,221.0
10020,1576.289925286,395.316065881,0.2507889313631655,,712.0,2.5280898876404496,0.0,0.0,18.0
11005,19400.3153568145,848.0044543257,0.0437108592684722,,0.0,0.0,118.3277962,1806.0,0.0
10017,56548.8289900226,9664.5239699546,0.1709058196706389,74.0,85975.0,0.262867112532713,73.77375566,16575.0,226.0
10001,85976.2613447494,30803.2281265349,0.3582759664672958,24.0,155343.0,0.2394700758965643,81.36195621,21102.0,372.0
10011,89150.4817038112,46423.76425454382,0.5207348672414318,27.0,170386.0,0.1925040789736246,81.45496626,50984.0,328.0
10016,84110.8874036199,22487.3316966584,0.267353399670476,105.0,122637.0,0.3750907148739776,73.33111862,54183.0,460.0
11104,65591.9004972639,25276.0681730177,0.385353496108442,,26320.1676554126,0.3799367895722181,60.96136898,27232.0,100.0
11109,3511.3164295897,288.811864938,0.0822517339947479,2.0,745.0,0.2684563758389262,108.2032359,3523.0,2.0
10010,55827.5459775522,15951.4563186372,0.2857273419299345,94.0,79141.0,0.3626438887555123,77.76905196,31834.0,287.0
11367,373465.09821305634,49039.4553927991,0.1313093395539275,,14453.497984497892,0.3805307203764118,56.01871026,41047.0,55.0
10014,97412.3255382121,37507.3968206361,0.3850374848706698,8.0,118527.0,0.1712689935626482,84.69914578,31959.0,203.0
10003,69541.0592864189,35837.43598253714,0.5153421065234775,51.0,198946.0,0.2523297779296894,74.97144081,56024.0,502.0
11222,232932.1942702288,48250.9417357035,0.2071458687231818,,51658.0,0.5207325099694142,85.58780527,36934.0,269.0
10002,209546.607602774,86573.50777301202,0.4131467875496447,7.0,130216.0,0.4753640105670578,34.02284732,81410.0,619.0
11378,328338.1720718542,13171.8665785079,0.0401167689257444,,40302.37715766785,0.3821114556035568,78.04808325,34981.0,154.0
10009,88662.94408897278,30278.6258650834,0.3415025992673891,112.0,130109.0,0.2121298296044086,62.10898658,61347.0,276.0
10012,56068.8630297677,21009.2851842974,0.3747050332221521,2.0,81139.0,0.3574113558214915,74.44167704,24090.0,290.0
10013,110602.1882659697,22635.869920914,0.2046602357132444,13.0,93612.0,0.3097893432465923,67.98555957,27700.0,290.0
10007,25715.9270715031,13467.32209245992,0.5236957646914323,17.0,49689.0,0.239489625470426,83.88666285,6988.0,119.0
11237,117734.4030965894,33599.6573280161,0.2853852097967568,142.0,7222.0,4.3201329271669895,38.73857624,49896.0,312.0
11385,487630.6337718176,79930.6507791282,0.1639163851558412,49.0,2859.0,13.011542497376706,85.78586498,98592.0,372.0
10038,63624.99286211707,11951.93278172929,0.187849652221267,15.0,33116.0,0.2687522647662761,66.39408867,20300.0,89.0
11206,220196.9743001833,37012.1409721009,0.1680865102244508,114.0,27675.0,2.5799457994579944,54.12417204,81677.0,714.0
10006,9934.4169288054,732.4259894787,0.0737261174689568,,648.0,5.709876543209877,82.29823979,3011.0,37.0
11412,,,,,17037.012495368912,0.3815222887091773,4.105269193,34882.0,65.0
10005,12048.9390392341,1987.6029845828,0.1649608300042609,,20854.0,0.1870144816342188,93.7210932,7135.0,39.0
11251,46012.2038377907,6388.0989928959,0.1388348842280237,6.0,6519.0,0.2147568645497775,,,14.0
10004,86456.2013883408,39737.2933619055,0.4596234014887489,64.0,85996.0,0.409321363784362,79.31369375,3089.0,88.0
11411,195597.6311068152,4442.3821282294,0.022711840133705,,6790.880896592116,0.382866382077878,5.987281742,18556.0,26.0
11201,298200.0543865024,77358.6201322,0.2594185312653703,118.0,119793.0,0.4107084721143973,88.07698326,51128.0,492.0
11205,113350.2790616186,41185.4237490741,0.3633464698104995,117.0,35359.0,1.1595350547243983,67.43051083,40366.0,410.0
11208,391544.1788857718,34021.1480628618,0.0868896791153344,,81806.82288557263,0.3850534575100252,27.25232616,94469.0,315.0
11207,393290.960116983,45204.8675692988,0.1149400117303809,48.0,1211.0,39.22378199834847,16.22298846,93386.0,475.0
11413,410247.6196809066,5029.8223982736,0.0122604548008976,,12071.902754170038,0.3810501205711756,3.328022204,38912.0,46.0
11217,100862.9353984193,39043.574698925,0.3870953640670751,92.0,48701.0,0.8090182953122113,76.95158998,35881.0,394.0
11238,114510.9229258282,36195.1998807029,0.3160851293124893,404.0,48438.0,0.966183574879227,68.04433438,49262.0,468.0
11231,206454.4483375105,54431.381087220296,0.2636483811588123,164.0,72914.0,0.658309789615163,82.07043437,33336.0,240.0
11422,271350.6665150216,8260.541162468,0.0304423101979397,,12278.948750180074,0.3827689239220151,10.03122432,30425.0,47.0
11420,295409.9939931735,2087.994185115,0.0070681230411021,,20548.190398127288,0.3844620789926098,19.45033142,44354.0,79.0
11417,,,,,20494.295360612603,0.3854731212268358,39.53464287,28967.0,79.0
11215,261400.3918028009,95198.087866892,0.3641849471239849,97.0,53195.0,0.8271454084030454,89.2578125,63488.0,440.0
11232,149205.3658287968,33372.1689627893,0.2236660107859769,7.0,1878.0,14.85623003194888,46.04988502,28265.0,279.0
11430,331360.88569910114,3970.384728711,0.0119820561208796,,258.7457265479438,0.3864798129582661,27.7173913,184.0,1.0
11203,312565.311807754,14213.4703442839,0.045473601219786,,94571.3837971528,0.3891240512979351,5.75130622,76174.0,368.0
11239,148401.086775754,76438.0532834144,0.515077449526488,,5726.75525565501,0.3841616939762812,27.77570373,13393.0,22.0
11236,504433.80136020406,20275.1339852776,0.0401938449219813,,67042.93550422946,0.386319599599962,6.586277789,93877.0,259.0
11220,290967.9470334851,57938.10006456639,0.1991219330351145,20.0,1601.0,25.98376014990631,30.71246411,99598.0,416.0
10301,412251.74467760994,60187.2212865737,0.1459962803399205,,21634.79523518955,0.3836412551989323,61.10411525,39706.0,83.0
10303,222952.855477634,5239.6327812386,0.0235010794995815,,8841.992740326463,0.3845287029577979,50.63978433,26337.0,34.0
11234,686014.0058516894,43566.1635376601,0.0635062304355907,,52018.32436977945,0.3864022965660402,42.17441344,87757.0,201.0
10302,139176.3247784636,2745.5115053249,0.0197268573494458,,9352.470207697374,0.3849250433363678,52.16890193,19088.0,36.0
11693,149353.17131624988,57758.39580207878,0.3867235981201731,,42873.50661984345,1.7162512336068934,72.0040282,11916.0,180.0
11209,384570.6155360776,80390.57938251819,0.2090398385494342,,42485.93483863044,0.3883638211721149,75.20079009,68853.0,165.0
10304,384040.2618469074,31868.7433987044,0.082982818638449,,20381.089910585477,0.3876142068288958,54.03502951,42193.0,79.0
10314,1361787.6838231431,63006.553480562,0.0462675307091004,,21103.83680286491,0.3885549379763411,77.95930301,85510.0,82.0
11228,182403.0415012365,28221.2525811744,0.1547191995753156,,25935.13016860457,0.389433171699536,58.86618168,41788.0,101.0
11096,,,,,0.0,0.0,42.76126558,8344.0,0.0
10305,542100.0625625575,47461.7184837516,0.0875515827454356,,10703.212265549631,0.3924055597326156,73.32630722,41749.0,42.0
11229,332075.9694426597,32968.332478915,0.099279488769535,,55576.19964392547,0.3940535722181876,67.96970682,80018.0,219.0
11214,296752.2049472761,36426.1598460522,0.1227494159732495,,61179.73796167979,0.3922867406694764,51.19485502,88630.0,240.0
11691,355158.5884105353,23852.16195147996,0.0671591867121308,,24093.789743628564,0.390142028299461,42.47688848,60035.0,94.0
11223,278338.3995818732,17890.3270806066,0.0642754542940603,,68928.41078662493,0.3931615380469292,60.43997917,78731.0,271.0
11692,119077.0653883629,12824.5878723434,0.1076998986372124,,6632.644870101444,0.3920004841085716,31.21898598,18540.0,26.0
11235,369705.3607508487,34577.219658447,0.0935264221979979,,65502.853613272855,0.3938759699283107,76.61123187,79132.0,258.0
10306,653409.5777115407,56341.2147054921,0.0862264904393013,,14250.399999534307,0.3929714253763406,82.47151621,55909.0,56.0
11694,238916.2099607498,41320.4618422524,0.1729495953792365,,10145.394435936989,0.3942675689208506,87.55880047,20408.0,40.0
11224,175713.8024687525,40603.0693716691,0.2310750140353352,,30314.277084952624,0.3958530815816997,56.37218874,47621.0,120.0
10308,291365.6793160338,14420.4999182374,0.0494927884165657,,4545.694887070644,0.3959790625454766,97.56917791,27357.0,18.0
11697,210801.1582906003,22910.3656008271,0.1086823515895675,,502.5716521847098,0.397953205539126,82.37313067,4079.0,2.0
10312,698522.8006539221,7654.0019446412,0.0109574117515933,,10744.169504078603,0.4002170664161314,93.70531499,59304.0,43.0
10309,642159.9576880372,38936.047108181,0.0606329414377721,,5974.08576893033,0.401735109409004,98.82222701,32519.0,24.0
10307,174727.9760635014,3269.9525518348,0.0187145334450986,,2973.279670609321,0.4035947280243843,100.6881385,14096.0,12.0
10280,19376.05090512507,8724.8171498681,0.4502887194397461,,14713.0,0.0339835519608509,95.08468101,7853.0,5.0
11372,116651.945432297,28708.3040541697,0.2461022312811024,,75677.27488258625,0.405669998657209,54.29797707,66636.0,307.0
11004,104295.6323597744,7608.0683837222,0.0729471427669922,,3727.049766307431,0.4024630992481012,40.01141553,14016.0,15.0
11040,,,,,741.7377047139508,0.4044556425990158,52.19949978,40782.0,3.0
11426,253021.5668011138,10511.7709249167,0.0415449602095754,,3934.476380860571,0.4066614830332362,43.67822626,17590.0,16.0
11365,351246.8789173739,50560.79176385954,0.1439465936884617,,10767.566330352272,0.4086345851055509,39.42298589,42252.0,44.0
11001,,,,,731.5165704938329,0.4101069095365477,65.53584049,26883.0,3.0
11375,378995.82199043146,20528.1014379347,0.054164453133346,,30074.698672770395,0.4123067078715887,67.24571894,68733.0,124.0
11427,227115.0168530821,2395.7229216124,0.0105485007323939,,5577.667785289506,0.4123587292283704,26.43156869,23593.0,23.0
11374,146074.1825984231,13547.6280988689,0.0927448496228323,,18107.54567938181,0.4141919690717605,56.1559633,43600.0,75.0
11366,100077.6316060665,10188.1432874566,0.101802402034852,,5540.764082114985,0.4151052031657804,41.46467632,13532.0,23.0
11423,,,,,10073.613436708389,0.4169308288816346,13.68593057,29987.0,42.0
11428,109207.0344744147,3529.4312138616,0.0323187167461129,,5257.8733407167,0.4184201211092921,22.05237896,19168.0,22.0
11432,312253.8212936819,14194.5162824649,0.0454582628441707,,31647.19910948053,0.4202583601155316,22.3716884,60809.0,133.0
11379,244099.5576006939,19049.56380913606,0.0780401406556334,,21420.77239544027,0.4201529167041513,85.12391947,34821.0,90.0
11429,224239.4854705334,4450.2018722261,0.0198457549208517,,7129.377304437621,0.4207941131314056,6.1621191,25105.0,30.0
11435,244938.9856253809,15312.951334155,0.0625174114078157,,36451.903634774186,0.4224745065250527,22.06120662,53687.0,154.0
11415,81206.0324520728,9264.9475140471,0.1140918628122264,,5924.050832394666,0.4220085327980601,61.94095445,19341.0,25.0
11418,143014.0039577126,53.4084398549,0.0003734490216125,,16282.697555818992,0.4237627073982055,46.02548544,36256.0,69.0
11433,226847.634881701,2067.831507637,0.0091155083398394,,22836.58665291012,0.4247569983828518,7.938935968,32687.0,97.0
11451,,,,,0.0,0.0,0.0,0.0,0.0
11221,187115.3627462342,31145.1951676612,0.1664491611514566,245.0,13368.0,4.241472172351885,32.43044553,78895.0,567.0
11421,,,,,22459.367185369927,0.4274385792246835,47.46850001,39127.0,96.0
11419,178638.0325947674,54.1465545781,0.0003031076517783,,21497.06042086336,0.4279654901593523,12.02474,47211.0,92.0
11434,446428.41951515473,3826.6716213659,0.0085717473487056,,20767.30106323925,0.4285583366321069,5.807640921,59129.0,89.0
11216,110424.5294424732,22553.2215040001,0.20424104696547,186.0,22199.0,1.8649488715707916,41.73540025,54316.0,414.0
11416,,,,,10950.610473409626,0.4291998159748795,35.45714171,24861.0,47.0
11233,199317.6338671458,23330.7026142555,0.1170528776686485,61.0,3600.0,8.916666666666666,18.20351066,67053.0,321.0
10055,,,,,0.0,0.0,,,0.0
10019,104842.8698027773,42880.0534398053,0.4089935111511932,56.0,141723.0,0.3012919568453956,73.26335433,42870.0,427.0
10111,,,,,0.0,0.0,0.0,0.0,0.0
10153,,,,,3960.0,0.0252525252525252,0.0,0.0,1.0
10154,,,,,0.0,0.0,0.0,0.0,0.0
10152,,,,,1384.0,0.0,0.0,0.0,0.0
10115,,,,32.0,1227.0,0.0,0.0,0.0,0.0
10022,74649.52739721243,22967.91168590234,0.3076765853277192,18.0,62932.0,0.6308396364329752,84.67610575,31924.0,397.0
10065,66834.9252963173,14084.2654515339,0.2107321193087345,,42656.0,0.4032258064516129,77.89277967,32270.0,172.0
10075,21699.6613719083,11728.6051966946,0.5404971531895923,63.0,17617.0,0.4257251518419708,74.68703342,26121.0,75.0
10069,5214.9450208011,1921.2002631459,0.3684027838227856,30.0,8403.0,0.0833035820540283,65.858819,5199.0,7.0
10281,2759.5483878816003,923.0133194358,0.3344798458650554,,11870.0,0.050547598989048,,,6.0
10282,7095.141840636799,3247.2478461657,0.4576720126393209,,9755.0,0.0307534597642234,101.8398495,4783.0,3.0
11211,204887.8327094061,33121.2815586849,0.1616556782347395,62.0,66803.0,0.8742122359774261,88.02334743,90117.0,584.0
11373,258912.3656785588,40882.76847192898,0.1579019540638131,,70026.90581364697,0.4369748976405097,17.80995834,100820.0,306.0
10279,,,,,0.0,0.0,inf,0.0,0.0
10165,,,,,917.2083116061648,0.4361059477312651,0.0,2.0,4.0
10168,,,,,912.9169698322488,0.4381559476033194,0.0,0.0,4.0
10105,,,,,227.16656021951223,0.4402056354745587,,,1.0
10118,,,,,226.08820090326816,0.4423052578616652,,,1.0
10176,,,,,225.0200712253753,0.4444048011159064,,,1.0
10170,,,,,0.0,0.0,0.0,2.0,0.0
10112,,,,,668.7168044133673,0.4486203995773299,0.0,0.0,3.0
10122,,,,,221.88382726045293,0.4506862948718539,,,1.0
10107,,,,,0.0,0.0,,,0.0
10103,,,,,219.8279211899353,0.4549012675855593,0.0,3.0,1.0
10174,,,,,218.8182162507908,0.4570003435426442,0.0,0.0,1.0
10166,,,,,0.0,0.0,,,0.0
10169,,,,,650.4558496890703,0.4612150081260787,0.0,0.0,3.0
10167,,,,,0.0,0.0,0.0,0.0,0.0
10177,,,,,0.0,0.0,0.0,0.0,0.0
10172,,,,,855.5942490135579,0.4675113238093556,0.0,0.0,4.0
10171,,,,,212.9654146196658,0.4695598117590579,0.0,0.0,1.0
10270,,,,,0.0,0.0,,,0.0
10104,,,,,0.0,0.0,,,0.0
10271,,,,,420.2666634822871,0.4758883284789238,0.0,0.0,2.0
10110,,,,,209.21818679516863,0.4779699199759494,0.0,0.0,1.0
10175,,,,,0.0,0.0,,,0.0
10151,,,,,0.0,0.0,,,0.0
10173,,,,,0.0,0.0,0.0,2.0,0.0
10178,,,,,205.58677519041825,0.4864126104773916,,,1.0
10121,,,,,204.7037998532556,0.4885107168097819,,,1.0
10123,,,,,407.6568127838861,0.4906087515972103,,,2.0
10106,,,,,0.0,0.0,,,0.0
10158,,,,,0.0,0.0,,,0.0
10041,,,,,0.0,0.0,,,0.0
10120,,,,,400.77458919562525,0.4990336348454877,,,2.0
10278,,,,,0.0,0.0,0.0,0.0,0.0
10155,,,,,198.71663257889224,0.5032291394143826,,,1.0
10043,,,,,0.0,0.0,,,0.0
10081,,,,,0.0,0.0,,,0.0
10096,,,,,0.0,0.0,,,0.0
10097,,,,,0.0,0.0,,,0.0
10196,,,,,0.0,0.0,,,0.0
10275,,,,,0.0,0.0,,,0.0
10265,,,,,0.0,0.0,,,0.0
10045,,,,,0.0,0.0,,,0.0
10047,,,,,0.0,0.0,,,0.0
10080,,,,,0.0,0.0,,,0.0
10203,,,,,0.0,0.0,,,0.0
10259,,,,,0.0,0.0,,,0.0
10260,,,,,0.0,0.0,,,0.0
10285,,,,,0.0,0.0,,,0.0
10286,,,,,0.0,0.0,,,0.0
11371,,,,,0.0,0.0,0.0,0.0,0.0
11361,279640.77519409667,5799.861291059,0.0207403991318267,,7729.32764251779,0.5433849093026507,49.03167168,28606.0,42.0
10036,56026.0140583151,19926.7538047271,0.3556696677366016,,94760.0,0.408400168847615,77.39872931,24711.0,387.0
11414,272253.4030063369,36220.9786550337,0.1330414174995294,,7158.617832393564,0.5447979053096053,86.62612819,26148.0,39.0
10310,235928.0920740086,19882.87229904,0.0842751370735576,,8787.03956413822,0.5462590631308664,59.56253505,24962.0,48.0
11249,98504.31314675292,36952.71240306086,0.3751380139873495,1.0,46514.0,0.4708259878746184,,,219.0
10162,,,,,0.0,0.0,70.91988131,1685.0,0.0
10119,,,,,1451.8276709879103,0.5510295856640012,0.0,92.0,8.0
