,ZIPCODE,geometry,num_docks_available
0,11225,"POLYGON ((995908.3654508889 183617.61280155182, 996522.8481458127 183448.65907122195, 996584.1780756414 183433.56395705044, 996658.4295675606 183424.02952729166, 996718.5629774779 183416.3074298799, 997213.10792014 183381.43414005637, 997500.0003909767 183360.80786897242, 997941.6884839833 183329.5703986287, 997981.1647829711 183326.77840946615, 998019.1312424839 183324.07664321363, 998676.2152301371 183277.3182065487, 998726.1491853893 183273.76572021842, 998749.7111461461 183272.08855821192, 998747.9581968933 183247.3461536318, 998729.5487848967 182987.54319554567, 998726.5373079777 182947.81230388582, 998725.2105389833 182930.30676145852, 998722.4139566422 182893.4082132131, 998703.7387971431 182622.3844770491, 998694.8798909783 182499.87848846614, 998692.1810774803 182462.45795963705, 998690.577734232 182438.37533062696, 998688.8267534822 182415.81796105206, 998680.1528863162 182297.8441156298, 998678.1738876402 182272.1079466343, 998677.4537447244 182262.74674488604, 998671.2641245574 182172.5710722208, 998670.5767899752 182162.55468805134, 998670.310386315 182158.6245778054, 998669.1985118985 182139.833932966, 998667.2227940559 182113.65485146642, 998657.3173020631 181972.91464738548, 999424.6231821477 181918.3491397202, 999517.5153848082 181911.76483529806, 999541.2915839851 181910.07979929447, 999999.9999841452 181877.56641288102, 1000193.9297143966 181864.2196547985, 1000182.2168113142 181702.74556830525, 1000170.618081227 181539.6412357092, 1000160.2467108965 181385.94797354937, 1000147.7874182314 181214.67010088265, 1000119.4849813879 180811.21290254593, 1000116.5771788061 180775.10667555034, 1000105.9800871462 180774.21855396032, 1000117.0200913101 180626.9763943851, 1000124.8333958983 180528.0189151317, 1000128.5249895602 180487.8903864622, 1000150.6850502342 180218.36697538197, 1000169.0157222301 179999.87856721878, 1000169.5541069806 179992.8198543042, 1000172.0833013952 179959.6506292969, 1000133.1903345585 179956.3625781387, 999999.9999841452 179945.10078963637, 999394.9962728918 179896.0316620469, 999352.454035148 179892.40896588564, 999305.4816881418 179888.47459055483, 999236.9670614004 179882.7462555468, 999225.240378812 179881.767254889, 999207.5822776407 179880.74396295846, 999183.2237305641 179878.25184196234, 999177.7316155583 179877.8017116338, 999079.3627178073 179869.841097638, 999053.1373765618 179868.2361139655, 999029.0577003062 179865.77975404263, 998958.2159784734 179860.1012877226, 998904.6681853086 179855.81061388552, 998883.4651437253 179855.7279368788, 998857.315589726 179852.01698629558, 998767.0178700686 179844.73222397268, 998788.0713056475 179585.50472405553, 998809.969883889 179326.83726237714, 998826.6535775661 179121.9564385563, 998835.0242957324 179019.16104047, 998839.3654944003 178965.2763057202, 998857.0705114752 178745.52379246056, 998878.8007829785 178478.84256729484, 998880.7072752267 178457.05422504246, 998882.3283349723 178438.53293663263, 998867.6886004806 178437.42040604353, 998840.9770397246 178435.38989830017, 998078.8374878913 178373.5025548786, 997500.0003909767 178326.59910538793, 997329.5312437266 178312.1056960523, 997321.6316532344 178311.43378138542, 997277.5126469731 178307.6828046292, 997268.0185714811 178306.90885604918, 996350.6326109767 178232.0743600428, 995876.7998972237 178193.98913438618, 995538.5404031426 178165.80513563752, 995448.399507314 178158.18572829664, 995437.5307626426 178157.26545454562, 995387.1732518077 178144.2533414662, 995336.0444170684 178413.96868130565, 995328.281637311 178454.30291821063, 995323.188799724 178485.74904954433, 995321.5516638905 178494.33367805183, 995320.4433984011 178500.46785213053, 995318.065778479 178513.07904738188, 995315.9440635592 178524.2424108833, 995310.6222238094 178555.1212861389, 995259.6751472205 178544.78698921204, 995075.6308958977 178509.04821555316, 995062.2733110636 178506.45438872278, 995007.4003893137 178495.7985701263, 994928.095101729 177919.7554308772, 994920.6613895595 177915.98804996908, 994891.817287147 177901.36964088678, 994821.4729396403 177865.7178093046, 994815.7656019777 177923.33088305593, 994720.965266645 178681.58691246808, 994718.5823974013 178700.64428904653, 994713.4590480626 178741.62583437562, 994707.372774139 178790.3048708886, 994570.2795443982 179886.8328615427, 994567.4439201504 179912.523098886, 994566.3087518066 179922.81146413088, 994562.6762131453 179955.71953479946, 994556.9977468103 179999.87856721878, 994553.9019524753 180024.33258654177, 994550.5295839012 180050.9673758, 994494.5139478892 180493.44779004157, 994493.1504335552 180527.7078921348, 994495.9325802326 180559.8754787147, 994503.2435892224 180596.1221253872, 994513.9932396412 180629.27888321877, 994525.9554860592 180656.08099496365, 994542.3048628122 180684.7535098046, 994559.3028603047 180708.98672905564, 994589.0885618925 180745.71861097217, 994639.7498778999 180801.71259346604, 994686.441713646 180851.13637913764, 994662.3987827301 180895.63760246336, 994765.3211490661 180905.05392222106, 994773.0586663932 180905.75602054596, 994804.0156254768 180908.48633004725, 994999.9998135567 180924.99154637754, 995082.1276020557 180931.3232266307, 995039.6024246514 181214.3351278007, 994999.9998135567 181470.7870427221, 994928.8943127245 181962.64268629253, 994914.4812838137 182062.34196196496, 994909.9625920653 182093.5987892151, 994898.388140142 182173.6612931341, 994849.2609418184 182499.87848846614, 994845.4345058948 182532.86923612654, 994796.3588166386 182864.89350646734, 994792.5760158151 182890.48630304635, 994788.2804207206 182916.86814004183, 994760.968467474 183084.59680721164, 994737.5242886394 183246.83303129673, 994688.7405935675 183579.76478013396, 994646.5402186513 183871.41511546075, 994618.794867307 183971.17344613373, 994974.9240763038 183870.31800480187, 994999.9998135567 183867.05259138346, 995198.1093254834 183812.6507972926, 995318.8836902231 183779.48616546392, 995578.1505601406 183708.29076980054, 995875.2201759815 183626.7144893855, 995908.3654508889 183617.61280155182))",149
1,11218,"POLYGON ((991997.1134308875 176307.4958601296, 992042.7977227271 176110.21607096493, 992142.1134689748 175661.19892437756, 992187.4106224775 175455.3541917205, 992242.1752767265 175470.1235191375, 992253.9514998943 175476.15894013643, 992342.3988295645 175521.703140378, 992382.4253243059 175542.48754763603, 992499.9998923093 175603.8191178888, 992616.2263658941 175664.41512529552, 992665.8922770619 175688.739551723, 992706.4341907352 175711.04790605605, 992909.5046507269 175816.45878446102, 992941.2765688151 175832.842281878, 992946.6010332257 175835.56898246706, 992955.6630229801 175840.22710962594, 993095.5137931406 175912.17315997183, 993112.3772764802 175920.9346253872, 993154.8132152259 175944.46574629843, 993160.6534266472 175901.305399552, 993255.9783672243 175246.28439988196, 993292.4156303108 174999.8783966303, 993296.8257264793 174968.77806513011, 993307.3430939019 174894.6158118844, 993312.7814032286 174856.25762088597, 993313.5756929815 174850.65986305475, 993319.1383458972 174811.42700187862, 993338.1625860631 174682.85868947208, 993343.6297667325 174645.91125680506, 993356.5014601499 174558.92258563638, 993370.2199366391 174466.20886029303, 993444.7220842242 173940.67054130137, 993535.8442773074 173321.0763080418, 993637.690530315 172604.4517570436, 993653.0550009012 172499.87847538292, 993668.4522798061 172394.80421046913, 993678.1300819814 172328.7626758814, 993694.1231602281 172219.63034822047, 993704.6923648119 172147.50418013334, 993743.9918268919 171879.32689496875, 993984.4162148088 172028.70061196387, 994099.2959063053 171240.70645305514, 993858.1595775634 171091.8215802163, 993616.0091432333 170941.48920372128, 993375.1930238158 170791.20571163297, 993300.7259811461 170745.10541012883, 993235.0325429738 170712.48178771138, 993176.135022983 170683.23348663747, 993024.3420194834 170588.48630079627, 992973.3109535575 170556.63400229812, 992854.3554828167 170482.38382270932, 992613.0810309798 170331.92021287978, 992571.4757992327 170305.96324379742, 992545.7681734711 170289.92390580475, 992499.9998923093 170261.3701571375, 992333.6462223977 170158.71189787984, 992077.8399754763 169999.8782260418, 992048.2084730566 169980.30871137977, 992025.0959864706 169966.10762429237, 991976.8372247219 169937.12244604528, 991905.332118392 169893.3656437993, 991716.3636643142 169774.8616157174, 991689.7111585587 169758.14084863663, 991661.9631825686 169740.36726212502, 991378.1497738063 169564.94700929523, 991141.5334491432 169418.42203988135, 990897.9017185569 169268.00501787663, 990620.734293893 169095.3377123028, 990588.2533877343 169075.10251654685, 990558.0874375552 169056.41784262657, 990493.8264112324 169016.61346030235, 990370.2836793065 168940.20646087825, 990363.1235886514 168935.78028863668, 990320.4875190556 168910.489656806, 990314.4868748933 168961.07781021297, 990295.3058108985 169092.82525013387, 990270.0502839833 169267.46039955318, 990253.3118003905 169377.43655754626, 990250.5975669771 169395.27083946764, 990213.2101745605 169640.91568937898, 990175.511759147 169912.22026488185, 990163.0823220611 169999.8782260418, 990160.7033898085 170014.1144180447, 990142.5229799747 170140.3818820417, 990141.0885996372 170152.70895713568, 990139.2713460624 170168.32309913635, 990137.3684627265 170180.69774629176, 990105.3317813873 170389.06019046903, 990053.234444648 170426.22415813804, 989999.9993148893 170468.76147463918, 989971.5354610682 170491.24797821045, 989961.135547474 170499.463512972, 989599.4377800673 170785.2027708888, 989565.0966413915 170812.33198171854, 989535.5537214726 170835.7440083772, 989493.1282813996 170869.36500413716, 988976.5184222311 171278.76576013863, 988953.7996356487 171296.76966112852, 988929.1773095578 171316.29947771132, 988365.8615070581 171763.11124813557, 988343.2155549824 171781.07348254323, 988319.9692104012 171799.47009930015, 987857.928795889 172165.12652021646, 987832.3609336466 172185.3610597998, 987754.0841873139 172247.30909863114, 987731.4999148995 172265.18209438026, 987707.947140485 172283.80804137886, 987500.0003778934 172448.25587521493, 987434.8066106439 172499.87847538292, 987119.2517955601 172750.34713454545, 986490.1175551414 173248.9304549694, 986688.6263444722 173424.1869942099, 986887.4290964752 173598.55475571752, 987086.5100631416 173773.61772580445, 987259.063851893 173922.86086563766, 987286.3515269756 173946.4621963799, 987303.5309545547 173961.08093355596, 987348.4170196503 173999.27869179845, 987377.0432747304 174023.6385512203, 987424.1291385591 174063.70802488923, 987465.5545806438 174095.35363088548, 987483.0456873924 174107.88346146047, 987500.0003778934 174120.02845029533, 987656.7795918882 174200.40361763537, 987710.2817814797 174227.83236855268, 988248.4726342261 174503.74323405325, 988333.7487103939 174547.279892385, 988913.5316715539 174842.86296263337, 988947.1792420596 174859.69002871215, 988977.4396802336 174875.60600738227, 989159.1712721437 174969.85909971595, 989219.0172810555 174999.8783966303, 989299.0322128981 175042.89438670874, 989431.2471715659 175062.55149963498, 989719.2062413096 175104.69150722027, 989699.1393523067 175249.17284554243, 989690.2830708176 175302.48376254737, 989688.3985601515 175315.14121754467, 989668.9927590638 175448.04646354914, 989664.0577295572 175482.6746751368, 989653.7890493125 175554.74408480525, 989649.6384670585 175583.87165121734, 989635.0784568042 175686.05189305544, 989602.313758567 175915.9936903864, 989491.8835332245 176669.2697428763, 989439.6753043085 177050.26340346038, 989396.3397610635 177334.0046338886, 989370.5143533945 177499.87864597142, 989336.8956542313 177736.97823737562, 989333.8316839784 177758.58678996563, 989310.0581094772 177926.2534493804, 989301.0981536508 178000.61550538242, 989312.9458989799 178028.97240404785, 989422.6159552336 178167.8218638897, 989436.7793127298 178185.74932146072, 989460.2110243887 178215.33653263748, 989618.0942388177 178414.10778863728, 989779.8642564714 178617.95875887573, 989792.7290601432 178634.29993355274, 989821.3392391503 178670.64172437787, 989934.3691968173 178814.218536973, 989999.9993148893 178762.2176567167, 990546.1763721406 178330.00264188647, 990572.4630649835 178364.03210137784, 990726.8705645651 178607.81967155635, 990866.2285535634 178827.48753930628, 991005.3066874743 179046.62653671205, 991142.6472920626 179267.72780054808, 991178.4162493944 179244.6310619712, 991253.4948394 179197.06849305332, 991275.3061474711 179181.21255363524, 991314.8175513893 179145.01774413884, 991329.978610307 179128.11653120816, 991348.4798856378 179103.75995263457, 991363.1445544809 179080.921415627, 991376.1484654844 179057.13012462854, 991382.5995680541 179041.60554938018, 991394.8246092349 179012.18697305024, 991403.4115343094 178980.8825737089, 991433.8045181483 178847.24799846113, 991451.5443120599 178766.66810713708, 991473.3132973909 178667.7864151299, 991514.2735173106 178480.97871787846, 991527.2583994716 178421.59563454986, 991535.7596948147 178382.72235271335, 991580.2566530555 178182.48226763308, 991587.5880032331 178146.14310146868, 991598.7037946433 178098.18617638946, 991604.0909229815 178074.18458396196, 991612.4045546502 178037.13052421808, 991650.30703789 177867.06754413247, 991661.3795223087 177816.89113530517, 991667.7905987352 177783.78030912578, 991678.1268641502 177739.51727430522, 991727.5969095677 177515.37631838024, 991729.5480211377 177499.87864597142, 991815.0842673928 177117.70815046132, 991822.205644235 177085.8896445483, 991829.8949333131 177051.5357106328, 991870.8138147295 176866.46587079763, 991877.475546807 176836.33568172157, 991883.1631994843 176814.37640805542, 991904.6969490647 176731.2348420471, 991911.1690489799 176700.53510029614, 991928.2234768122 176616.41715830564, 991918.0489564836 176613.2915083766, 991913.0473260581 176611.47064588964, 991908.1106561422 176609.47950813174, 991903.2458364815 176607.32170404494, 991898.4568040669 176604.99821788073, 991893.7494643927 176602.51364280283, 991889.1300510615 176599.86929112673, 991884.6038133949 176597.0690998882, 991880.1750164777 176594.1156937182, 991875.8498938978 176591.01333771646, 991871.6330388039 176587.7649846375, 991867.5306848139 176584.3745714724, 991863.5448004007 176580.8466913849, 991859.6822753102 176577.1842971295, 991855.9467184842 176573.3923099637, 991852.3433792293 176569.4753230512, 991848.8755383939 176565.43727338314, 991845.5474610627 176561.28341029584, 991842.362756148 176557.01832696795, 991839.3256887347 176552.64727272093, 991836.4398677349 176548.17516879737, 991833.7075897306 176543.60628029704, 991831.1331198066 176538.94815313816, 991828.7197388113 176534.2040681392, 991826.468430981 176529.38091504574, 991824.3841175586 176524.48328705132, 991822.4671266377 176519.51708963513, 991820.722051397 176514.48921254277, 991819.1485637277 176509.40424896777, 991817.7496163994 176504.26876054704, 991816.5268498063 176499.08799663186, 991815.4815763086 176493.86884696782, 991814.6151082218 176488.61754512787, 991813.9281017333 176483.33934046328, 991813.4218691438 176478.04079462588, 991813.096738562 176472.72814121842, 991812.9527099729 176467.4072857201, 991812.9907676429 176462.08511787653, 991813.6111732274 176451.459154889, 991814.5337435603 176441.3620622158, 991815.2506056428 176436.3433714658, 991816.1377429813 176431.35158355534, 991817.1922028065 176426.39227588475, 991818.4143132269 176421.47168204188, 991819.801777646 176416.595051378, 991821.3542679846 176411.76828938723, 991823.0688314736 176406.99730154872, 991824.9438277334 176402.28635296226, 991826.9769601375 176397.64233338833, 991829.1662602276 176393.06917980313, 991831.5084471405 176388.57279771566, 991834.0028647333 176384.15810838342, 991836.64426364 176379.8310173005, 991839.4296911508 176375.5951333791, 991842.3584910631 176371.45570597053, 991845.4247578979 176367.41864055395, 991848.6258669794 176363.48721796274, 991851.9585374743 176359.66603137553, 991855.4188323915 176355.96033012867, 991859.0018304735 176352.37339505553, 991862.7042509019 176348.90949121118, 991866.5224847347 176345.5735398829, 991870.4502983987 176342.3684937954, 991874.4850672334 176339.2979618758, 991878.6215418875 176336.3658811301, 991882.8541449755 176333.57553237677, 991887.1795956492 176330.9298683852, 991896.0857458115 176326.08506180346, 991905.9187313914 176321.17496663332, 991910.9518578053 176318.9666377157, 991916.0548659712 176316.92595937848, 991921.2231627256 176315.05522821844, 991926.4505144805 176313.35641270876, 991931.7310157269 176311.83115330338, 991937.0587609708 176310.4814184606, 991942.4281728119 176309.30884863436, 991953.2696865648 176307.49914096296, 991958.7293213159 176306.86364354193, 991964.2066725641 176306.40924812853, 991969.6961628944 176306.1366108805, 991975.1912306398 176306.04474754632, 991980.6869545579 176306.135626629, 991986.1764448881 176306.40793579817, 991997.1134308875 176307.4958601296))",23
2,10027,"POLYGON ((998641.2454838157 236978.87156438828, 998618.4837183058 236913.99242904782, 998595.6343545616 236849.1441335529, 998579.2367495596 236802.77710029483, 998562.794525221 236756.4261431396, 998544.8923300654 236708.40524180233, 998531.1918981373 236669.99652595818, 998475.0568398088 236512.6267619729, 998456.2379798144 236459.86997771263, 998504.9763993919 236438.21254071593, 998727.4001671374 236315.2879177928, 998785.3203268945 236283.27781121433, 998842.9307759851 236251.3490692973, 999496.235899806 235889.28253620863, 999571.7078617215 235847.45552013814, 999640.5079209805 235809.29221063852, 999999.9999841452 235609.88381679356, 1000300.9042379707 235443.6699103862, 1000359.5054987222 235412.78512963653, 1000331.3070643097 235361.17598088086, 1000263.1087099016 235237.61520437896, 1000236.2052204013 235188.87219163775, 1000213.6695043147 235148.3621020466, 1000131.0669792295 234999.87880320847, 1000105.9088930637 234958.27422763407, 1000084.1901044846 234914.50430205464, 999999.9999841452 234764.26838204265, 999981.1355205625 234730.08406721056, 999999.9999841452 234719.63231647015, 1000873.6881973892 234235.00041171908, 1000747.9755223095 234007.81549863517, 1000621.566654399 233780.4468588829, 1000495.2634293139 233554.13595980406, 1000369.7413706481 233326.5809687227, 1000234.2688725591 233081.16184012592, 1000098.1336461455 232836.37656855583, 1000459.8150094002 232635.90977787971, 1000537.5796176493 232588.60672287643, 1000517.1147635579 232564.48669238389, 1000512.7289455682 232558.6399192959, 1000503.1663006395 232544.01986980438, 1000496.4875082225 232531.5162858814, 1000478.7447615564 232499.87822580338, 1000433.0122414827 232417.87642130256, 1000403.6228645593 232365.17934821546, 1000382.0533538908 232326.07575188577, 1000302.9508218169 232182.6698707193, 1000278.8911586404 232139.05151963234, 1000251.2878673971 232089.27930946648, 1000170.9405871481 231944.39606904984, 1000150.4744207263 231907.4925995469, 1000123.1335961372 231858.01303972304, 1000073.6478027254 231768.45711646974, 1000050.7613655627 231718.04678422213, 1000032.5848927349 231676.8490319699, 999999.9999841452 231694.2620548755, 999980.8773189783 231704.81157445908, 999970.2060804814 231710.48774421215, 999943.1195204705 231722.98903155327, 999588.2622905672 231919.43089587986, 999163.4809878916 232155.6964994669, 998697.7581660599 232413.8245921284, 998542.2863641381 232499.87822580338, 997910.949372232 232849.86177779734, 997500.0003909767 233076.88363346457, 997300.8239520639 233186.34043554962, 997122.9545571506 233285.39798021317, 996721.6692704707 233507.98743005097, 996385.754916057 233694.3797737956, 996335.0716184825 233719.3045927137, 996462.5086995661 233948.49704772234, 996588.1915190667 234176.96411046386, 996716.291000396 234408.52926413715, 996558.8628375679 234495.92016546428, 995929.2594379783 234845.42077879608, 995801.1520826519 234613.6741950512, 995847.7363070548 234585.49708604813, 996019.8521045595 234488.8916362226, 996038.7182085663 234474.71482729912, 996053.2624708116 234461.4743682146, 996071.6079065651 234440.95045913756, 996085.2729054838 234421.71034012735, 996101.8558775634 234390.77700304985, 996111.2948350608 234365.34234263003, 996118.2485613078 234335.13406971097, 996120.1376651376 234319.74039971828, 996120.9647632241 234301.66661696136, 996117.9900316447 234268.9006063789, 996110.8348622322 234234.27436329424, 996107.7787659764 234224.02307146788, 996085.6121436507 234167.6107827127, 995983.0073619783 233900.56866587698, 995914.1308593154 233724.1507116258, 995891.143700555 233675.3804679662, 995764.4631796479 233444.26610079408, 995501.6553063095 232971.11514422297, 995443.7659863979 232996.65151046216, 995074.6915933043 233201.07432997227, 995031.7792775631 233225.95846654475, 995010.0125888139 233183.06878854334, 994999.9998135567 233163.33982537687, 994963.9887307286 233100.41639479995, 994928.7010716498 233038.04151955247, 994894.8687902242 232976.2699895501, 994767.703362152 232747.9502362162, 994669.3551336378 232804.65353488922, 993981.4214701504 233183.75448271632, 994108.0540908873 233413.8124215454, 994242.7431259751 233656.59933754802, 994182.5624720603 233694.8732111305, 994062.8612678945 233761.38357679546, 993949.7971895635 233830.56618121266, 993874.7395968884 233876.4929266274, 993829.3692808151 233895.9407223761, 993764.6079273969 233919.7999266386, 993748.4173429757 233925.76513779163, 993730.5226937234 233931.7300208807, 993689.8210034817 233948.3861555457, 993748.258222565 234028.87123079598, 994098.133507058 234658.92771346867, 994140.1199716479 234638.59868587554, 994328.1097531468 234535.0782236308, 994360.4400690645 234519.87845088542, 994476.1399689019 234729.05847871304, 994256.3100279719 234850.17864330113, 994210.0381388962 234868.6605617106, 994240.4006109834 234929.98721072078, 994260.3621852249 234982.75383746624, 994269.5045553893 234999.87880320847, 994281.2148338109 235044.08048646152, 994285.6816883981 235063.14770555496, 994383.0407456458 235179.39058329165, 994432.8047537208 235244.6821193844, 994445.7692947239 235265.34776046872, 994487.7065468132 235340.11992062628, 994662.1894655675 235654.1176522225, 994712.6450733095 235751.75820496678, 994775.414960891 235803.0051497221, 994809.7095117271 235860.76422055066, 994815.3023483157 235870.74189087749, 994838.8938365579 235913.28412863612, 994999.9998135567 236205.14115646482, 995131.7935132235 236440.70072472095, 995144.2764278948 236464.9523166269, 995149.5342914015 236476.0858245492, 995166.5673938096 236527.35015772283, 995180.2297680676 236602.90085963905, 995183.9968208969 236633.56221562624, 995185.6411745548 236681.2389575541, 995181.8075208068 236723.76052604616, 995174.5909998119 236757.94156004488, 995163.7898403108 236791.163278386, 995121.6954363137 236888.55022270977, 995112.0638938993 236915.2690013051, 995106.4720415622 236936.08424837887, 995103.6757873148 236951.30829930305, 995099.8355719 236978.29348154366, 995099.326386556 236987.9686590433, 995099.9474483132 237004.12446662784, 995101.5074845552 237022.13755396008, 995105.235167399 237042.9534572214, 995109.2742013186 237058.17685197294, 995115.1774047315 237075.2644162178, 995119.2161105573 237085.2063254714, 995126.3620936424 237099.80865846574, 995135.6192929745 237118.3217447996, 995097.437610805 237139.27872388065, 995069.1525623947 237154.80395530164, 995039.2887769789 237170.89250579476, 994999.9998135567 237192.05748972297, 994944.6895567328 237222.2631379664, 994931.094767645 237229.6873357147, 994919.9438713044 237237.96947138011, 994899.3264584839 237253.28243288398, 994883.504311651 237265.01600521803, 994852.7412498146 237287.88242930174, 994836.2589993179 237300.12354655564, 994826.3489141464 237307.48442421854, 994768.1958152205 237346.35770605505, 994785.364087984 237372.05253654718, 994871.0794677287 237499.87839637697, 994999.9998135567 237692.13424547017, 995178.1188798994 237956.9237421304, 995322.2590115666 238168.0171519667, 995370.8087832332 238137.20586188138, 995407.0662566423 238194.93737371266, 995440.2784605622 238249.6104927212, 995458.2193695605 238281.62847329676, 995489.8698968142 238340.11851379275, 995508.67989856 238374.97868029773, 995562.4691610634 238453.53331321478, 995572.6656629741 238468.4253437966, 995647.920105651 238578.32866729796, 995613.039926067 238596.37849996984, 995666.9574691504 238683.0748488754, 995692.0102405548 238723.35856096447, 995698.3301098049 238719.45863437653, 995731.4199386388 238697.91832312942, 995801.5799033046 238821.47877155244, 995810.9348714799 238838.45872446895, 995817.6100549847 238852.4787095487, 995821.699941814 238863.33793979883, 995824.2094512284 238873.3083923012, 995828.3902171403 238903.67873838544, 995831.3675733954 238919.67083238065, 995834.440073818 238932.80827330053, 995837.2888213992 238940.98312571645, 995841.3518053889 238948.65174554288, 995891.2175193131 239038.75523988903, 995811.1179419756 239080.07274255157, 995834.6913856417 239128.4870157987, 996074.1682688892 239196.2782188058, 996128.6199316382 239186.50067929924, 996155.7642343044 239181.64176513255, 996178.3324306458 239177.13783712685, 996319.7324103117 239152.22942237556, 996333.2209004015 239149.2619086355, 996343.4721922278 239146.6992497146, 996351.0253267288 239144.2714330554, 996362.0882967263 239140.89643980563, 996376.3861683905 239135.231424883, 996397.0235943049 239125.5198301375, 996421.6984137297 239113.5175575465, 996498.9797552228 239075.92872196436, 996488.4499206394 239048.51768754423, 996473.9630729705 239012.61126330495, 996469.3718748093 239001.30846437812, 996460.7439393103 238980.33212837577, 996452.1665286422 238960.3105148822, 996433.5005554706 238921.0950421393, 996408.6616943926 238882.12333530188, 996385.2837883979 238850.85371279716, 996365.2903900594 238828.23827245831, 996246.2446963936 238693.5764683038, 996207.6666895598 238649.93711988628, 996183.264507398 238625.1300828755, 996058.845792979 238487.61264137924, 996023.5820839852 238435.9145820439, 995962.3502510637 238424.09833271801, 995920.0760573894 238412.17873713374, 995903.2191357315 238405.82966846228, 995889.6463282257 238399.04359279573, 995870.0508949757 238385.5820055455, 995849.2540205568 238368.50690846145, 995832.6162585616 238354.05811846256, 995817.5109738111 238337.85834771395, 995805.2514838874 238323.1907261312, 995797.5894257277 238312.90203279257, 995790.3653588146 238303.05034646392, 995777.2302144766 238281.15865796804, 995759.7499344796 238255.860808298, 995722.544956401 238189.69853904843, 995662.0703398138 238076.04161413014, 995632.9536001384 238029.84649655223, 995635.4079915583 238028.417365551, 995669.3528055549 238009.50697030127, 995688.0532274842 237999.1290383041, 996359.8730780631 237626.285951972, 996405.5855850577 237600.9165801257, 996422.3598297238 237591.60787171125, 996439.8122226447 237581.92186746, 996482.4046571404 237558.28346329927, 996588.1475558877 237499.87839637697, 996623.8656603098 237474.61302696168, 996679.6234228164 237436.790596053, 996862.9104578048 237335.5952603817, 996893.8444510549 237318.51622629166, 997153.8331043124 237174.9728782177, 997206.6381168067 237152.3587502092, 997255.1875603944 237131.56679704785, 997423.0395869017 237038.66770462692, 997460.8301937282 237016.14248721302, 997500.0003909767 237087.3300088793, 997575.6439404786 237225.10991704464, 997595.2777594775 237253.2479841262, 997617.9388033897 237279.06289313734, 997643.2855374813 237302.1891592145, 997668.2621935606 237320.73866279423, 997820.2500785589 237420.03144320846, 997845.8717464805 237444.00941362977, 997888.0101136416 237420.65644197166, 998103.3633574843 237301.3085835427, 998163.2011643052 237271.91920663416, 998641.2454838157 236978.87156438828))",372
